Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],Most Recent Value [YR20111]
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,32.38671874,43.55686929,33.99649426,27.39525556,26.47029266,17.82371427,17.99297469,14.70758895,10.02384975,6.107274005,5.516850325,6.284704363,6.497200692,6.497200692
Afghanistan,AFG,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,1088.031929,1126.420358,1090.23547,1167.359685,1193.852799,1321.477595,1335.591449,1576.02987,1662.803526,1712.58872,1899.299559,1875.73121,1856.052802,1856.052802
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,8.444163227,1.055555787,11.17527024,5.554137623,13.74020499,3.611368392,21.02064874,8.433290482,6.113685169,14.43474129,1.934142828,1.998533202,1.998533202
Afghanistan,AFG,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,239.6994513,248.1566345,240.1849037,257.1757947,263.0123743,291.1288227,294.2381826,347.2080967,366.3248129,377.2927665,418.4261969,413.2339594,408.8986973,408.8986973
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,65.28770401,94.34417017,87.13932444,77.46714501,74.08505675,58.35004683,55.07254555,42.19922847,44.94347835,44.19394807,39.14239744,49.12366858,43.85944601,43.85944601
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.68626872,7.254895561,8.482889268,30.55494061,-8.283078395,0.892536936,10.20166014,7.218257761,7.654316567,4.604334009,4.604334009
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.86944653,7.224579503,11.49043805,15.42252326,11.35168733,12.47537426,12.31651657,10.47190065,10.76140285,17.28705028,19.13553544,20.51981618,20.41930729,20.61939901,21.54211841,22.27306414,25.09054786,28.78698317,29.59018244,29.60086928,32.44001307,34.01367344,33.28476182,34.77184981,36.35610796,36.35610796
Albania,ALB,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,2.859217847,0.81208223,1.169276448,1.978161984,1.851368789,1.448359706,2.009642961,0.939453931,2.627711908,8.662729513,13.68709309,7.453003161,21.814272,11.60241446,17.9732269,21.19194706,26.59078127,31.00305182,1.567523363,1.567523363
Albania,ALB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,0.179503228,0.339874041,0.761716063,1.744553865,0.697374879,0.724100711,0.699557264,0.95997465,0.991776725,4.222699697,6.167414935,1.314305132,3.469615642,0.764653339,0.893509249,0.530148791,0.443274093,0.513330673,..,0.513330673
Albania,ALB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.642165277,7.405546165,-0.638498984,6.093065511,9.21,9.21
Albania,ALB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4349.832145,3081.278788,2876.819958,3172.291983,3456.747516,3940.76214,4326.175788,3909.279368,4433.572228,4912.377358,5304.683151,5729.529389,5913.392065,6273.885243,6671.870126,7074.933418,7475.697355,7976.826429,8644.059663,8994.411137,9374.249723,9640.130216,9811.150106,9960.940726,10160.33661,10160.33661
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.575640187,-29.58899768,-7.199999987,9.600000012,8.299999997,13.29999999,9.099999996,-10.2,12.7,10.09999998,7.300000023,6.999999985,2.9,5.700000002,5.900000013,5.499911933,5.000010215,5.900103896,7.536298983,3.354239312,3.706905672,2.545359489,1.623698601,1.417423278,1.9,1.9
Albania,ALB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1710.174671,1211.431789,1131.047006,1247.214425,1359.050613,1549.345209,1700.873966,1536.967481,1743.097819,1931.344256,2085.582721,2252.614747,2324.90197,2466.633026,2623.104275,2781.572144,2939.136002,3136.159294,3398.487894,3536.23165,3685.568522,3790.101771,3857.339741,3916.231237,3994.625479,3994.625479
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.19633658,27.59180677,88.51224849,62.29254565,38.9503248,34.51204773,35.23078754,36.739025,34.37350668,32.02886278,37.48980373,38.71036473,46.71660143,45.87424046,43.30650154,46.32611346,49.15111029,54.98351711,56.43717451,53.7586893,53.02453525,56.74914503,51.88268258,52.91894367,56.15931952,56.15931952
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,226.0054213,85.00475124,22.56505269,7.793218538,12.72547781,33.18027438,20.64285887,0.389437654,0.050018136,3.10758827,7.770525834,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.359242418,2.280502222,3.552267388,3.450347153,2.03159594,1.937617549,1.628540121,1.628540121
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.44368509,29.11782217,25.31959428,21.783877,22.53072525,26.19477598,29.76044833,30.90631138,22.57835401,26.8088741,41.17535301,36.68930458,35.50453435,38.24882869,40.05322586,47.20519259,48.8106877,47.06816283,47.97334517,35.37165079,38.44454767,38.97170882,37.74416694,33.14220766,29.80893907,29.80893907
Algeria,DZA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,96.47399161,96.88382454,95.85411919,95.24022967,96.55741649,94.55674562,92.05111797,96.31965408,96.21682815,96.4844317,97.22213604,96.61197473,96.10536774,97.26684634,97.37868561,98.02786435,97.90890757,97.78888216,97.578776,97.70154455,97.34599821,97.19690097,97.13549124,96.72200034,95.90300485,95.90300485
Algeria,DZA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,1.267021123,1.621050043,0.816186621,0.482299465,0.367838705,1.170936851,0.89225619,4.442396541,4.166833432,0.615530032,1.058630887,2.286790119,1.046032703,1.484616118,1.621560789,0.716136566,0.656696365,0.625863298,0.504620349,0.161139885,0.130478689,0.192235191,..,0.192235191
Algeria,DZA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.400000201,-0.899992311,3.89999177,-1.899993128,-3.400002351,6.299997087,7.500001877,6.300003649,1.699993192,6.000005168,5.89999677,-2.699997526,5.499999224,7.199998935,4.099998725,6.100001543,-2.400000011,-0.600000019,1.60000002,-3.03840768,..,..,..,..,..,-3.03840768
Algeria,DZA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,10240.54865,9873.081483,9819.080536,9403.553656,9129.652892,9298.785378,9512.994012,9464.503067,9799.916513,9972.273472,10055.3417,10383.73381,10828.09346,11462.77635,11801.813,12328.81472,12359.54169,12588.54951,12637.78526,12625.73316,12850.01983,12964.82721,13134.28924,13238.02449,13515.95877,13515.95877
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.800000619,-1.200000614,1.800002315,-2.100000755,-0.899996563,3.79999481,4.099998477,1.099999927,5.100003607,3.200001534,2.200000704,4.612523742,5.6,7.2,4.3,5.900000008,1.699999998,3.399999998,2,1.599979654,3.600169066,2.800018252,3.299991384,2.8,4.099998839,4.099998839
Algeria,DZA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2576.611121,2484.153186,2470.566078,2366.015901,2297.100086,2339.655291,2393.552046,2381.351303,2465.744244,2509.110754,2530.011442,2612.637754,2724.442509,2884.134245,2969.438813,3102.037031,3109.768204,3167.388563,3179.776708,3176.744294,3233.17677,3262.063307,3304.701427,3330.80212,3400.732802,3400.732802
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.93702861,23.59976454,23.86948995,23.13893638,26.05371254,28.99622923,23.94469955,21.33760013,22.51609655,23.68391281,21.35423872,22.01685827,25.62963304,23.87594315,25.6481992,24.07340459,21.9193264,24.86996314,28.71117646,35.95267761,31.42211417,28.73931352,29.11111422,30.2791537,31.65567395,31.65567395
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.65253439,25.88638693,31.66966191,20.54032612,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.314524087,3.673827269,4.862990528,5.734333414,3.913043478,4.521764663,8.894585294,3.253684177,2.916406413,2.916406413
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,0.171317198,0.008100625,0.006131506,0.014452566,0.099533597,0.136743307,0.213197239,0.003412345,0.006610765,0.001981084,0.001979857,0.00077425,..,..,..,..,..,..,..,..,0.00077425
Andorra,ADO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,9.164747598,13.56072455,19.8012256,12.8138865,9.70343224,10.92196833,21.79661846,16.9856775,20.47674801,26.69742315,26.40161869,16.33052379,..,..,..,..,..,..,..,..,16.33052379
Andorra,ADO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.781393478,2.546000641,0.929215383,-1.031491714,2.383195277,2.757493977,4.649741959,9.067673964,3.194787965,4.099081148,1.165787064,6.066780597,6.426845139,12.02391974,8.069504291,7.839704496,4.585310593,0.078039378,-8.594256008,-3.817986024,-5.347977181,-4.802675037,-1.760010328,-0.063514313,..,-0.063514313
Andorra,ADO,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,30246.79143,29833.09577,28970.38707,27685.02477,27574.57103,27825.96184,28921.86363,31615.21619,32757.5171,33955.18033,33700.76213,34494.72853,35018.84145,37269.13274,38449.29612,39990.33041,40745.46516,40054.22749,36296.2746,34968.48554,33512.01553,32713.61078,33357.46207,34835.70937,..,34835.70937
Andorra,ADO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.33333333,25,69.23076923,53.90334572,85.35956143,..,82.72226099,68.49193822,56.72313849,86.29649351,89.62789483,75.38899117,68.29194039,68.4283268,70.14009089,86.01684394,79.84526614,76.39745592,78.09843126,55.00704246,61.38977699,65.35270914,61.94071287,55.77696158,58.53828288,58.53828288
Angola,AGO,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,93.47768034,94.83153609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.83153609
Angola,AGO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,80.86994316,150.0112921,94.97713569,58.87910026,-54.83117918,14.25139034,17.47791373,10.11643539,-2.631356313,-19.73268065,-3.11669928,1.367574257,-0.032897191,-2.001960911,-2.001960911
Angola,AGO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3929.688761,3766.009883,3394.659252,2473.14552,2478.413172,2653.474084,2866.670422,3008.63557,3125.976936,3135.69192,3132.186926,3158.646112,3473.173926,3528.03852,3775.234676,4310.756005,5028.169446,5957.757227,6555.964814,6492.359387,6492.176815,6524.481181,6636.038799,6856.80412,6895.140071,6895.140071
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.300000019,-1.199999994,-6.899999994,-24.7,3.500000006,10.4,11.19999997,7.900000022,6.804762105,3.239799677,3.012076166,4.220965156,13.82179251,5.247569624,10.87946506,18.26147368,20.73512488,22.5930543,13.81714581,2.412869693,3.407654794,3.918596986,5.155440545,6.800058482,3.901265128,3.901265128
Angola,AGO,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1436.830634,1376.983953,1241.205271,904.2678594,906.1938958,970.2022429,1048.154225,1100.061612,1142.965689,1146.517824,1145.236277,1154.910674,1269.912962,1289.973362,1380.356858,1576.162047,1838.473307,2178.362871,2397.088332,2373.83198,2373.765225,2385.576823,2426.366161,2507.085626,2521.102581,2521.102581
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.33333333,25,73.07692308,55.39033457,75.84650113,..,69.38781055,69.18180599,73.14436101,92.69729195,62.8277577,74.94651526,56.66896266,62.02894225,54.07839223,53.6388,38.97826467,43.5156264,51.22655143,55.4086004,42.94996785,42.16294152,39.73943252,40.71680979,41.99331888,41.99331888
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,83.60833333,299.0605002,1379.414274,948.8111888,2671.792072,4145.107647,219.1767212,107.2848215,248.1959024,324.9968716,152.5610225,108.8974361,98.2237177,43.54194725,22.96374444,13.30325336,12.24867552,12.47371341,13.73145114,14.4705412,13.46701535,10.29349433,8.776090933,7.279561541,7.279561541
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,88.95236654,90.07987004,96.10718781,96.22114956,58.80436071,85.29566065,75.66569238,76.44864589,75.1406726,72.53636364,59.56103355,57.55416276,53.31459905,55.07618155,59.43891097,54.67049568,48.29079056,45.08725069,46.41472041,46.55327344,46.13085696,47.59244162,45.42108904,45.79567109,43.76465586,43.76465586
Antigua and Barbuda,ATG,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,0.724794167,..,0,..,0,0,0,0,0,..,0
Antigua and Barbuda,ATG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,0.7921115,0.092391158,..,..,..,..,0.780367566,..,0.056512531,..,0,0,0,0,0,..,0
Antigua and Barbuda,ATG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,17153.72226,17361.14238,17226.3156,17753.49297,18399.76864,17167.17532,17829.57551,18186.27053,18482.7541,18780.13632,19318.71849,18388.09088,18675.60495,19566.32938,20395.48254,21414.22969,24016.31114,26007.82468,25735.71475,22388.95686,20567.35934,19987.92414,20577.29211,20353.29082,20797.49669,20797.49669
