Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],Most Recent Value [YR20111]
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.61567,..,..,..,..,..,..,..,..,..,37.45584,..,..,..,..,..,..,..,..,..,41,..,43,..,..,43
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Labor force participation rate female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,15.5,15.30000019,15,14.80000019,14.69999981,14.5,14.30000019,14.10000038,13.89999962,13.80000019,13.39999962,13.39999962,13.5,13.60000038,13.69999981,13.89999962,14.10000038,14.39999962,14.69999981,15,15.39999962,15.60000038,15.69999981,15.80000019,..,15.80000019
Afghanistan,AFG,Labor force participation rate male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,81.40000153,81.40000153,81.30000305,81.30000305,81.30000305,81.30000305,81.30000305,81.30000305,81.30000305,81.40000153,80.69999695,80.69999695,80.69999695,80.69999695,80.69999695,80.69999695,80.59999847,80.5,80.40000153,80.30000305,80.09999847,79.90000153,79.69999695,79.5,..,79.5
Afghanistan,AFG,Labor force participation rate total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,49.20000076,49.09999847,48.90000153,48.79999924,48.59999847,48.5,48.40000153,48.29999924,48.20000076,48.09999847,47.59999847,47.59999847,47.70000076,47.70000076,47.79999924,47.79999924,47.90000153,47.90000153,48,48,48.09999847,48,47.90000153,47.90000153,..,47.90000153
Afghanistan,AFG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,49.573,50.431,51.258,52.046,52.785,53.464,54.074,54.622,55.118,55.572,56.001,56.423,56.853,57.302,57.778,58.279,58.803,59.336,59.863,60.379,60.877,61.352,61.806,62.237,..,62.237
Afghanistan,AFG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,47.609,48.427,49.218,49.975,50.685,51.338,51.924,52.448,52.92,53.348,53.751,54.145,54.547,54.97,55.419,55.896,56.397,56.906,57.411,57.906,58.384,58.84,59.274,59.688,..,59.688
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,18.48416199,19.58976503,21.05448335,22.70681463,24.30837699,25.6908403,26.77725699,27.62327298,28.35444046,29.16156603,30.17789419,31.44802867,32.9122308,34.47502987,35.99523634,37.37393622,38.57429617,39.63720246,40.63465521,41.67400515,42.83032656,44.1276338,45.53319701,46.99705909,48.44454554,48.44454554
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.879693635,5.809298066,7.210628551,7.555156024,6.815593949,5.531349698,4.141838763,3.11057339,2.612500651,2.806796256,3.425806533,4.122662406,4.550804562,4.639094454,4.315131588,3.7586963,3.161258348,2.718198096,2.485314572,2.525627754,2.736885959,2.983978666,3.135546164,3.164336274,3.033472553,3.033472553
Afghanistan,AFG,Ratio of female to male wages in manufacturing (%),SL.MNF.WAGE.FM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Telephone lines (per 100 people),IT.MLT.MAIN.P2,0.308579017,0.293370392,0.209964237,0.191099696,0.175917309,0.164903216,0.15747769,0.152461256,0.148742083,0.145093796,0.140808415,0.135845494,0.148855059,0.158763517,..,..,..,..,..,0.018514383,0.058525636,0.04641394,0.301821963,0.313465639,0.325860972,0.325860972
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,10.69999981,10.69999981,10.5,10.80000019,10.80000019,10.89999962,10.69999981,10.60000038,10.89999962,10.60000038,10.39999962,10.39999962,11.10000038,10,12.19999981,12,12.19999981,11.89999962,12.39999962,12,12,13,12.19999981,..,12.19999981
